10;"أسلوب أحلام مستغانمي مزيج بين البساطة و العبقرية لا تجده إلا عند قليل من الأدباء
";P
11;"رواية رائعة و لكن النهاية لا تاتي على نفس المستوى
";P
12;"يا لجمال القصة,انهيت الكتاب في يوم واحد 
";P
13;"مبالغٌ فيه !
كل ما في الرواية مبالغٌ فيه ";N
14;"و يقولون بأنكِ لم تأتي بجديد !! بل إنكِ بكل الجديدِ أتيتِ
كم أنتِ رائعة ،، مبهرة ،، مبدعة ،، و خاطفة للأنفاس
لم أتصور باني سأقرأها بهذه السرعة و سأنهيها خلال يوم !!
و لكنني لم أستطع تركها حتى التهمتها عن آخرها
ولو كان باستطاعتي اقتباس كل جملها لما قصرت
";P
15;"اعجبتني جدا
و من  التأثر بها كتبت قصيدة";P
16;"أكثر ما أعجبني بهذه الرواية هو خروج أحلام من إطار القصة و اضافتها للكثير من العبارات الجميلة 
أما القصة نفسها فليست مدهشة كثيرًا";P
17;"بعد انتهائي منها يكفيني القول
بأن اللغة لازالت تأسرني بمفردها، لذا من الطبيعي أن أُصنف اليوم 
كأحد محبي هذه الكاتبة .. 
فلتعش لغة لا تخترق إلا قلب قارئها";P
18;كعادة أحلام تُبدع بلغتها الشاعرية الجذّابة، و هذه الرواية لم تكن استثناءً عن غيرها، حيث تميزت برشاقة كلماتها و حواراتها الجميلة.;P
19;هراء..لكن المرأة تمتلك أسلوب;N
20;"و أنا أقرأها أردد هذه هي النسخة الروائية من كتاب النصائح نسيان كوم
تكرار للافكار ملل ملل 
احسسته مدرج لتستعرض فيه مستغانمي مواهبها اللغوية و كلماتها المنمقة
أكثر من اهتمامها بالقصة ذاتها ";N
21;الرواية كرواية في وجهة نظري تقليدية جدا;N
22;"رواية رائعة و جميلة
قصتها جميلة و معانيها عميقة بعض الشيء...
إلا أن الجو الغرامي كان مبالغاً فيه... و الشخصيات شبه خيالية... ربما كانت هذه نقطة إيجابية";P
23;"مشاعر متضاربة لا أعلم كيف أحللها عند إنهائي الرواية .. 
ربما هو سحر القراءة من كتاب ورقي ..ربما هو أسلوب أحلام الذي يذهلني و يجعلني اتساءل من أين تأتي هذه الكلمات منها ؟ 
سعيدة انا بنهاية الرواية .. الرواية كانت جميلة و أعادتني للأيام الجميلة حين كان الكتاب يهترئ بين يدي .. 
";P
24;الرواية في بدايتها استفزتني جدا لكن  النهاية افضل بكثير مما توقعت;P
25;"بعد ٤ سنوات أعتقد اني لم أعد أنظر إلى أحلام و رواياتها بالعين نفسها. 
عادية و مبتذلة و سطحية  و لن أعطيها أكثر من نجمتين لو قرأتها الآن";N
26;"أكثر من رائعة
في كل حرف وجدت رواية منفرده تستحق القراءة الف مرة
حقاً أبدعتِ !
:)";P
27;"قصة عاطفية جميلة و الاجمل منها كلمات احلام و المونولوج الداخلي للابطال ..بعض مفردات الرواية اوقفتني اكثر من مرة لاعادة قراءتها و استيعابها اكثر ..
";P
28; الرواية فعلا فيها الكثير من الكلمات و الفقرات التي يجب تسجيلها كدليل على تغلغل أحلام مستغانمي في النفس البشرية لأعطيت تلك الرواية نجمة واحدة .. أفق الأحداث ضيق جدا مما جعلني أشعر بالملل في الكثير من الأوقات و شعرت في كثير من الأوقات انها تكتب الصفحات لكي تطيل الرواية .. لكن ثمة جمل و فقرات بين السطور تستحق التأمل  خارج سياق ممل إلى حد كبير أتت لتنعش و تدب الروح في الرواية شحيحة الأشخاص و الأحداث;N
29;"راوايه ممتعة تلتهمها كقطعة شكولاتة
تسرقك فيها أحلام مستغانمي بمفرداتها الساحرة و عباراتها المبهرة الى حد الدهشة
و لكن الرواية أبدا لن تطال قامة رواياتها السابقة";P
30;"رائع حد الثمالة احببته جدا
";P
31;"رواية للمراهقين ،القارئ اليوم يبحث عن العمق
";N
32;"من الكتاب من يملكون الخيال و لا يملكون اللغة .. أحلام تملك اللغة و لا تملك الخيال
";N
33;"لغة و أسلوب جميل, كلمات منتقاة بعناية لكن الرواية سطحية للمراهقين
";P
34;"من أروع ما قرأت على الأطلاق ،،
تفاصيل الرواية فقيرة، لكن لغتها فاخرة، بل مذهلة،
لم أقرأ كتاباً يحوي اقتباسات مدهشة كهذا الكتاب،
تعبت يدي و أنا أخط بقلم الرصاص تحت العبارات الجميلة، و بعدما انتهيت وجدتني قد خططت الكتاب كاملاً إلا قليلا !";P
35;"رواية رائعة وسرد الكاتبة أروع تجبرك على تكملة الرواية ومعرفة النهاية .. و الاجمل الكبرياء الذي اطلعنا على أسراره ;) رغم تحفّظي طبعاً على جزء منها ..
";P
36;"قرأتها بسبب الضجة الإعلامية الكبيرة حولها ... لم اجد فيها ما يستحق كل هذا الصخب
و احتفظت بانطباعي الأول عن الكاتبة";N
37;"لم تعجبني القصة
لكن أحلام بارعة جدا في اللغة و الوصف و التجميل اللفظي
يعجبني أسلوبها  في الكتابة جدا";P
38;"ممتعة إلى حد الشجن كاني أعيش قصتي و كأن ما كُتب من نصائح هو لي
";P
39;"رواية نوعاً ما جميلة , احداثها غير منطقية بالنسبة لي
و لكن فيها من المقتطفات ما يذهب القلب قتيلاً ..و هذا اكثر ما أحببت فيها";P
40;"أحببت الجزء السياسي في الرواية..تلاءم كثيراً مع ما يحدث في بلدي الآن فلمسنى جدا
و أحببت النهاية..هكذا كان يجب أن تكون النهاية بينهما";P
41;"لم أكن أفكر في قراءة رومنسيات أحلام من قبل، لكنني و بعد قراءة هذه الرواية، أعجبت بلغتها الفذة البديعة، لكن مضمون القصة كان فاشلا بأعجوبة رغم القليل من التشويق التي تبثه من وقت لآخر ...
";N
42;"خاب ظني كثيراً،، سمعة الكاتبة و اسمها و الاسم المغري للرواية لعب دور كبير في التسويق .. لم تنل اعجابي
";N
43;"آه كم سمعت عن أحلام مستغانمي ! المشهورة ! الرائعة ! الفنانة ! و آه كم خاب ظني بهذا الكتاب
";N
44;"اعتقد كثرة التشبيهات و الصور و المماطلة في الوصف المتكلف للموقف او الشخص يجعلك في ربكة من متابعة الاحداث و يفقدك خيط المتابعة للرواية و الموضوع نفسه مما يجعلك تبذل الكثير من الجهد لمعرفة لب الحدث 
";N
45;"رائعة أحلام كما عهدتها .. في جملها الجزيلة المتينة و المعلومات القيمة التي بين طيات صفحاتها ... 
ذوقها الأنثوي الأدبي يعجبني جدا ... ";P
46;"شاي بالنعناع إسم مناسب لمجموعة مقالات متميزة، عند قراءتها تكتنفك الكثير من المشاعر ..الدفء و الألفة و قد تبكيك بعض المقالات و أخري تجعلك تستلقي على قفاك من شدة الضحك و لكن في نهاية الأمر تدرك انك عليك ان تتوقف لحظات لتتأمل في تلذذ ما قرأته،فإنك تقرأ لكاتب متمرس سخريته لاذعة و صاحب قلم رشيق. د.أحمد، أعترف اني إحدي عشاقك.
";P
47;"تعجبني مقالات الدكتور أحمد خالد توفيق ، هي لست مجرد كتابات مكررة و إنما عرض حيّ لثقافة الكاتبة ، غالباً ما تحتوي المقالات على خلاصات الروائع الأدبية و مقاطع شعرية مترجمة ، يوظفها الكاتب ببراعة لتعبّر عن واقع نعيشه ، الأمر أشبه بقراءة عدة كتب في كتاب واحد . 
أنصح به";P
48;"ممتع الى اقصى حد
";P
49;"ربما لم يرُق لي سوى 5 مقالات من الكتاب كله .. الكتاب ليس سيء على الإطلاق لكنه ليس تلك الوجبة الدسمة التي تشبعني
";P
50;"هذا الكتاب من نوعية الكتب التي تعطيك شحنة تفائل ينتهي مفعولها بمجرد انتهائك من الكتاب
";N
51;"هذا الكتاب رائع رائع رائع 
بسيط ..و في نفس الوقت مؤلم بطريقة غريبة 
ربما قرأته في الوقت الذي اردت فيه ان يعيد شيئا 
بداخلي للحياة ..
اول مرة أقرا لشريف عرفة رغم 
انه فنان الكاريكتير المفضل لدي 
لن تكون الاخيرة ابدا 
شكرا";P
52;"على الرغم من حبي لقراءة كتب التنمية البشرية
و لكن هذا الكتاب لم يضف لي الكثير
أفكاره مكررة و طريقة عرضها بسيطة جدا
أنصح المراهقين و صغار العمر بقراءته فلغته بسيطة...و سهلة الفهم
";N
53;"المرة الثانية التي أقرأ فيها لشريف عرفة، في المرتين أعجبني أسلوبه جدا فهو يميل الى البساطة و السهولة و يعتمد على المرونة في الكلام يبعد عن القارئ الملل ،أحب ذلك النوع من الكتب كتب التنمية البشرية 
حفزني ذلك الكتاب على القراءة له مرات قادمة";P
54;"كتاب تحفيزي رائع جداً، لن تشعر بالوقت بين صفحاته.
اختيار الكاتب للعنوان بعناية فالعقل الحالي للإنسان يجب ان يتم تغييره باكمله، أهدافك سر نجاحك فلتبدأ من الآن، الآن هو الوقت الأنسب .";P
55;"كتاب جميل خفيف على النفس .. سلس الأفكار .. عملي و غير ممل
لا تحكم على الكتاب من عنوانه - الذي يبدو مضللا و كأنه يحارب العقل و التفكير
الكتاب ينتقد الأفكار التقليدية الموروثة لدينا .. التي عرقلت التقدم و طرق التفكير الإبداعية
إذا كانت كتب التنمية الذاتية بهذا الطرح .. فمرحبا بها";P
56;"خفيفة 
مسلية 
بسيطة بغير أخلال 
بعيدة عن الحورات المعقدة 
شكرا جزيلا للكاتب على حسن توصيل الفكرة 
أجمل جزء اعجبني هو جزء هل تحب بلدك حقا 
";P
57;"كتاب من افضل الكتب العربية التي قراتها ، بعيدا عن التنمية البشرية المعتادة التي تنطبق على جميع الشعوب و المجتمعات يعالج هذا الكتاب مشكلة التخلف الحضاري لدى العرب على وجه الخصوص و علاقتنا بالثقافات الاخرى و بعض المعتقدات الدنيوية كالجن و القضاء و القدر ، لم يمنع هذا وجود مواضيع عامة كتحديد الاهداف و ادارة الوقت.
طريقة العرض جميلة و تعتمد على الصور و الافكار معروضة بشكل منطقي و محايد ، اتمنى ان تكون بقية الكتب في نفس المستوى";P
58;"من أمتع الكتب التي قرأتها في هذا المجال رغم اني كنت على علم ببعض المعلومات
";P
59;"طريقة طرح مميزة من الدكتور شريف عرفة لافكاره
كتاب يجعلك تفكر بطريقة مختلفة في كثير من الامور حولنا";P
60;"كتاب جميل كعادته شريف عرفة كتبه مختصرة لكنها مفيدة كثيرا
";P
61;"كتاب ممتاز اسم الكتاب شجعني لقراءته  مبدع
";P
62;كتاب يثير بداخلك التساؤلات خصوصا في الجزء المتعلق بالاهداف;P
63;كتاب خفيف مبسط و وصلت فكرتة سريعا;P
64;"كتاب خفيف طريقة عرضه لطيفة و ميزته انه يذكرك  بسلبيات نفسك و السلبيات المحطيه به.
";P
65;"خفيف ظريف لطيف يدعوك لتشغيل عقلك و ليس لتتخلص من عقلك كما هو عنوان الكتاب
";P
66;"برغم إن التنمية الذاتية من وجهة نظري نصب على الطريقة الحديثة .. لكن أعترف اني استمتعت بالكتاب .. بسيط جدا و أعتقد إنه مناسب لصغار السن و يمكن ان يوصل لهم رسائل إيجابية كثيرة .. لكن بالنسبة لي هو مجرد كتاب مسلي لا أكثر
";P
67;"كتاب جميل و خفيف حقيقة و فيه كلام يمكن تطبيقه بعيدًا عن المثالية الزائدة.
";P
68;"كتاب مذهل يخرجك من دائرة العادات المجتمعية الخاطئة و الأفكار السلبية بطريقة غير تقليدية فيقودك إلى استبدالها بأفكار أكثر ايجابية بما تتلاءم مع المنطقية و العقلانية، و يمنحك تلك الطاقة التي تدفعك لتقديم شيئا يذكر 
";P
69;"كتاب سهل و بسيط يفتح لك افاق لا استطيع أن أقول أنها جديدة، و لكن أعتقد أنك لم تفكر بها بهذه الطريقة
كتاب ممتع
أنصح بقراءته";P
70;"الكتاب جميل و ممتع، و به وسائل عملية لشرح كيفية التواصل مع الآخرين. هو مفيد للغاية، لكنّي لم أستطع حبه. لا أحب تلك الكتب التي تأخذ الناس قطعة واحدة تُقاس عليها مجموعة من المفاهيم، كما لا أحب الكتب التي تقول لي افعل كذا و لا تفعل كذا. باختصار لا أحب التنمية الذاتية، لكنني أحببت أسلوب د. شريف عرفة، المشبّع بالسخرية، و محاولته التي أثمرت مع كثيرين كما عرفت، في فهم التعاملات بين البشر.
";P
71;"اكثر من رائع ...:) 
يستحق القراءة ^_^";P
72;"الكتاب المناسب في الوقت المناسب 
";P
73;هذا الكتاب في رأيي يُسمع، و لا يُقرأ. أنا ضد الكتابة بالعامية، أو أن يكون كتاباً كاملاً بالعاميّة المفرطة.. و بأخطاء نحوية و إملائية كثيرة للغاية;N
74;الكتاب في منتهى الملل بصراحة;N
75;"الجميع يغضب مني ان سألوني عن رأيي في الكتاب و كأنت اجابتي:  لم يعجبني.
في الحقيقة لست من هواة هذا النوع من الكتب. نعم قد يكون جيد و كتاب مُغيّر في نظر الاخرين ، ولمست فيه و به الكثير من الطبطبة على الكتف و الكثير من المواساة، لكنها ليست ميزة استثنائية بالنسبة لي.
القضية  اني لا أراه كتاب مميز ، أراه كتاب عادي مليء جدا بالتكرار.
أصابني صداع من : لا تحزن لا تحزن لا تحزن.
";N
76;"الكتاب اصابنى بالملل ، و الإحباط ، و الحزن !
لا يمكن تصنيفه ضمن كتب التنمية البشرية لكنه وعظ و ارشاد
ناجح تجارياً فاشل عملياً اي انه غير مؤثر";N
77;"الزبدة في اول الكتاب والباقي تكرار ...
";N
78;"كم رائع ان نجد الامل بين طيات كتاب...كنت في اشد الحاجة لهذا الدافع للاستمرار بالحياة...
استطاع الدكتور عائض القرني رسم معالم الحياة كاملة ببساطة لا توصف
اسلوبه كان جميل للغاية و مؤثر الى اقصى الحدود...";P
79;"كتاب جميل بكل ما تحمل الكلمة من معنى
يبعث التفائل للنفس, مليئ بالافكار الايجابية 
يشعرك بحق ان الدنيا محطة فقط و دارنا الاخير هو الجنة
يستدل بأيات الله الكريمة و احاديث نبيه .. و حكم ابيات شعرية جميلة 
لا يشترط ان تقرأ صفحاته بالترتيب
ما ان تنتهي من هذا الكتاب ستجد الفرق بحياتك
ففيه من دروس تقويم الذات الكثير الكثير ";P
80;"على العموم الكاتب لم يكن بنفس المستوى الذي رسمته له في مخيلتي قبل قراءته.
";N
81;"من اسوء ما قرأت ..
";N
82;"لا أفهم صراحة الغاية من كتابة تلك الكتب التنظيريّة، التي لا فائدة منها!
شعور الحزن عند حدوثه يكون عميقاً و كئيباً، لا يمكن أن تزيله بضع كلمات خطابيّة تخبرك عن أن هناك من هو أتعس منك، و أن الله موجود، و أن غداً يومٌ أفضل، تلك معلومات أعرفها مسبقاً، و لا أحتاج ٥٠٠ صفحة لتكرارها!
علاج الحزن يحتاج فعلاً، لا كلمات مخدّرة، الأمر ليس بهذه البساطة!";N
83;"لا أرى في الكتاب أي قيمة فكرية و لا أرى فيه سوى كلمات مكررة مع قليل من المحفزات التي تنتهي في وقتها 
و في الغالب لن يضيف لك الكتاب شئ , أراه كتاب عادي بعيد جدا عن الواقعية و مستفز 
لإستخفافه بالمشكلات عن طريق مقارنتها بوضع ناس اسوء 
إنه كتاب تجاري بحت لا اكثر ";N
84;"قرأت الكتاب منذ مدة طويلة ، كان كتاب ثقيل 
بصراحة لا يستحق الشهرة التي وصل اليها .
مستوى الكتابة عادي جداً و الافكار متكررة من بداية الكتاب الى نهايته .
للاسف دائما اصدم بالكتب التي تنال شهرة كبيرة ،،ربما شهرتها ترفع سقف توقعاتي لها!!";N
85;"لمن يحبّ الغرق في عالم وردي خيالي بعيد عن الواقع 
و لمن يحب إضاعة وقته أيضا.";N
86;"كتاب من ملله يجعلك تحزن أصلا !!
";N
87;"لم يعحبني .. الكثير من الطبطبة على الكتف دون فائدة تذكر
";N
88;"لا أحب المثالية
لم يعجبني";N
89;"لم احبه
لم استطع في الحقيقة ان انهيه مع انه هدية و لكن مللت!";N
90;"من اروع ما قرأت
";N
91;حقيقة لم أجد فيه المتعة و كنت أجبر نفسي على قراءة المزيد من صفحاته إلا انه دون المستوى و لا يستحق هذه الهيزعة الاعلامية !! ;N
92;"كتاب سطحي جداً نسبة الاستفادة منه بسيطة جداً ..
";N
93;كتاب ممل . كلام مكرر كثير . لا توجد صفحة الا فيها ابيات شعر مملة و آيات طويلة معروفة ;N
94;"توقفت عن قراءة الكتاب لانه الأسلوب
و طرح الافكآر ممل .";N
95;"أفكار مبعثرة تحاول أن تصبح كتاباً!!! 
لم يعجبني فيه سوى الاقتباسات الشعرية!!";N
96;;N
97;"الكتاب جميل و لكن لم يجذبني لاكماله
";N
98;"يا الله ما أروعه، هذا الكتاب مرجع مريح بعد كل ضربة حزن.
";P
99;"كتاب بديع الوصف ، يحتاجه كل محزون
";P
100;"لا ادري ماذا يمكنني القول في هذا الكتاب الذي أخذ شهرة عالية و لم يرق لي :/ 
أزعجني كثيرا التكرار";N
101;"كتاب ينقلك إلى الجنة بصدق ..و ليست الجنة بنعيمها المادي أقصد و لكن بنعيمها الروحي والمعنوي ..كتاب من قرأه فوعاه فقد ملك الدنيا و ما فيها و أنا أعني ما أقول و لا أبالغ ..هو حقا خير ما أرشحه للجميع
";P
102;"كتاب اقل ما يقال عنه : كتاب الامل و الحياة .
";P
103;"كتاب تخرج منه بحالة معنوية و نفسية و وجدانية مختلفة عن تلك التي بدأت بها عند قراءته، و هذا هو سر عبقراته
";P
104;"كتاب رائع. قد يعتقد البعض انه من الكتب العادية التي تتحدث عن السعادة و كيفية الوصول لها و لكن بعد قراءته استفدت الكثير. اسلوب الكاتب أكثر من رائع
";P
105;"جزاه الله كل خير و أنصح جميع الأحبة بقراءة هذا الكتاب الممتع و الشيق لأن فيه الدواء لجميع امراض القلب
";P
106;"مهما كانت همومك, فإنك تشعر بالرضا و السعادة بمجرد قراءة بعض الصفحات من هذا الكتاب الرائع ... جعله الله في ميزان حسنات الكاتب
";P
107;"كتاب المفروض يكون في مكتبة كل واحد .. كتاب فعلا ممتع 
";P
108;"كتاب رائع يمس القلب باسلوبه البليغ ابكاني مما فيه من لمسات واقعية لبعض المشاكل القاتلة في حياتنا اليومية
";P
109;"كتاب مميز سهل قرأته و رائع بكل معنى الكلمة.
";P
110;"الكتاب رائع و قرأت فيه جزء كبير 
لكن الحزن لا يمكن التحكم فيه لانه طبيعة بشرية";P
111;"من أفضل الكتب التي قرأتها حتى الآن .. أنصح الجميع بقراءته لما فيه من فوائد عظيمة و متعة كبيرة و أفكار ملهمة .. يستحق العلامة الكاملة 5/5
";P
112;"يحمل هذا الكتاب روعة لا توصف ..
قرأته عدة مرات ..
و كلما يمتلكني الحزن ..
وفي كل مرة اشعر و كأني قرأته لأول مرة ..
انصح الجميع بقراءة هذا الكتاب فهو يستحق كل دقيقة في قراءته ..";P
113;"حوى الحكم و المواعظ و الأشعار و أقوال العظماء، بلسم لمن ألم به الحزن و أحاط بقلبه..
";P
114;"رائع
";P
115;كتاب رائع جداً ، أحببته;P
116;"من اروع ما قرات هو كتاب لا تحزن فهو بمثابة طبيب نفساني ..يشحن القارئ من الوهلة الاولى بطاقة ايجابية ضخمة .....كي يزيح عن نفسه كل ما يضيق خناقه من افكار و احاسيس سلبية
";P
117;"كتاب أقل ما يقال عنه هو كنز من الكنوز
";P
118;"يكفي ان أمي كانت تعشقه 
:)";P
119;"من أفضل ما قرأت على الإطلاق
";P
120;كتاب يستحق القراءة ;P
121;"جميل جدا 💙
";P
122;احببته جدا ;P
123;"كتاب اكثر من رائع
";P
124;"رفيق لا يُمل منه
";P
125;"الكتاب غاية في الروعة
";P
126;"من اجمل الكتب التي قراتها ، تعطي امل في الحياة .
";P
127;قرأته في اصعب فترة مررت فيها بحياتي .. و كأن فيه المؤنس المطيب،، فيه الأمل ;P
128;كتاب لا تحزن كتاب رائع ينمي ثقافتك و ينمي رصيدك المعرفي كتاب جميل يدل على سعة ثقافة صاحبه ;P
129;من أفضل الكتب التي أحب ان أقرأها ❤️ ;P
130;"كتاب رائع لازم تقرأ منه كل فترة لمقاومة الاكتئاب
كتاب رائع خفيف مليء يعطي جرعة من التفاؤل فيه علاجا لكل علل النفس يجعلك تنظر للحياة بنظره فيها بساطة انصح الجميع بقراءته الحزين و السعيد على حد سواء";P
131;"قرأت هذا الكتاب قبل سنوات بعيدة ..
تحمست 
شعرت بالسعادة الفورية 
الحب 
و الحمد 
القناعة 
الثقة ";P
132;"قرأت هذا الكتاب وتصفحته و لازلت بشوق لإعادة قراءته من جديد 
";P
133;كتاب رائع و أسلوبهجميل جدا ;P
134;"كتاب جميل ،، لا تتردد في قراءته ♡ ♡
";P
135;"كلمات حقيقية و مؤثرة .. 
من اجمل و اروع الكتب التي قرأتها";P
136;كتاب رائع، بالتأكيد لايحتاج لشهادتي;P
137;"رائع بمعنى أن تفتحه فتسعد و تقرأ سطرا واحدا فترضى
وتنتهى من قراءته تجد نفسك في منتهى السعادة و البهجة بدون أن يكون هناك سبب غير أنه زرع بكلماته و سطوره في نفسك أن حياتك أحسن من غيرك و أن عليك أن لا تحزن مهما كان إن كنت تؤمن بالله و رسوله و بالقدر خيره و شره ....:)
لا تحزن للتوافه فالدنيا بأسرها تافهة :)";P
138;"كتاب رائع و اسلوب اروع الكاتب كما عودنا دائما باسلوبه الجذاب حاول ان يخلق الامل في حياتنا و يذكرنا بانه مهما حدث لايجب ان نتخذ الحزن رداء لنا و لا ان نوقف حياتنا على اشياء خذلتنا فهناك دائما جميل بانتظارنا فرب الخير لاياتي الا بالخير
";P
139;كتاب جبار بمعنى الكلمة .. مؤلف نابه .. استدلالات في محلها .. الطابع الفلسفي الحياتي بالنكهة الاسلامية أعطى الكتاب مذاقا خاصا جدا .. أصبحت من  معجبي الدكتور عائض القرني بعد قراءتي لهذا الكتاب الماتع .. لا انصح لأنه لابد من قراءته ;P
140;"كتاب رائع ..غير حياتي كلها من أسلوب و طريقة التفكير ربما هو أفضل الكتب النفسية التي تمس الروح فعلا :))
";P
141;"جميل جدا ♥
أسلوب السرد يروقني كثيرا ♥
كتاب يعيدني لقراءته عدة مرات دون ملل
و لا تحزن ♥";P
142;"ممتع جدا ...
";P
143;"كتاب جميل
";P
144;"كتاب رائع
";P
145;"مؤلف رائع ..حقق انتشاراً كبيراً بفضل روعته
";P
146;"من اجمل الكتب التي قرأتها :)!
";P
147;"كتاب رائع و خفيف على النفس ..و أجمل ما فيه أنه لم يكتب بالطريقة التقليدية للكتب بل هو عبارة عن نفحات و نسائم ترمم جروح النفس و الروح ..رغم انه في بعض السطور يثبط الطموح من اجل التخفيف على النفس ...و لكنه بالمجمل كتاب رائع
";P
148;"كتاب عميق جدا و يدفعك لحب حياتك لرؤية الحياة من نافذة اخرى يجعلك تضحك على نفسك كيف انك قد كنت يوماً شخصاً لايرضى بشيء شخصاً سلبي متشائم ، هذا الكتاب كالدواء تحتاجه في كل مرة شعرت بحزن و رغبة في الموت .
";P
149;"وجدته كتابا مملا، و التكرار فيه شئ غير معقول. 
المشكلة و المصيبة في مثل هذه الكتب ان الناس تربط حبها للكتاب بحبها للشيخ، فان انت كرهت الكتاب ، فقد كرهت الشيخ، و أن كرهت الشيخ اخرجوك من الملة.";N
150;"لم أكمله بسبب الملل ، الكتاب مشتت وسئ للغاية في رأيي لو هناك ما هو أقل لقيّمته .. أخذ سمعة لا معنى لها في رأيي
";N
151;"الكتاب نوع من المواساة و المسكنات المعنوية و ليس به حلول لأي مشاكل و لا ضغوط نفسية .. انا نفسي وجدت فيه إحباط و ليس العكس
";N
152;"لاتعجبني الكتب المسروقة , و لايعجبني السارقون .
كتابه عبارة عن إعادة طباعة لكتاب هكذا هزموا اليأس لسلوى العضيدان .";N
153;"كتاب لا يقدم الكثير لمن اعتاد على القراءة، فأغلب المعلومات و المقولات الموجودة فيه إما منقولة أو معروفة لدى الكثيرين
";N
154;الكتاب جيد و لكن يلاحظ فيه الاقتباس بشكل كبير من كتاب دع القلق و ابدأ الحياة للكاتب ديل كارنيجى ومما يعيبه ايضا التكرار الكثير للجمل و المعانى ;N
155;"تكرار المواضيع بالاضافة لي اسلوب السرد اكساه ثوب الملل
و لكن لا أنكر أن الكتاب افادني في فترة معينة , و لكن لم استطع مواصلة القراءة";N
156;"الكتاب به معلومات قيمه و لكن له بعض النقاط السلبيه
١-أطول من اللازم
٢-به تكرار كثير 
٣-ممل في أوله و آخره و هذا ما احسسته
٤-عدم ترتيب الأفكار";N
157;"توقفت بعد أول 200 , و أعتقد أن ما سيأتي ليس إلا تكرار لما سبق. 
مجموعة من النصائح المفيدة , الجهد المشكور هنا هو الجمع من أكثر من مصدر. لكن أرى أن هناك مشكلات في طرح بعض الأفكار";N
